Source_Id,Target_Id,Type,Weight
42621,5655,Directed,2
42511,5656,Directed,2
40902,5657,Directed,2
8954,5658,Directed,2
27755,5658,Directed,2
41590,5659,Directed,2
43289,5659,Directed,2
41775,5660,Directed,2
41992,5661,Directed,2
42960,5662,Directed,2
41779,5663,Directed,2
2297,5664,Directed,2
40401,5665,Directed,2
24754,5666,Directed,2
40362,5668,Directed,2
41372,5668,Directed,2
41610,5669,Directed,2
2297,5670,Directed,2
40420,5671,Directed,2
39038,5672,Directed,2
43244,5672,Directed,2
42148,5673,Directed,2
32913,5676,Directed,2
42037,5677,Directed,2
42541,5678,Directed,2
8954,5679,Directed,2
40578,5680,Directed,2
36719,5681,Directed,2
42918,5682,Directed,2
16789,5683,Directed,2
41742,5684,Directed,2
17799,5685,Directed,2
39619,5686,Directed,2
42621,5687,Directed,2
43291,5689,Directed,2
41742,5690,Directed,2
20707,5691,Directed,2
43100,5692,Directed,2
42037,5693,Directed,2
42541,5693,Directed,2
41449,5694,Directed,2
42569,5695,Directed,2
16361,5696,Directed,2
19184,5697,Directed,2
15270,5698,Directed,2
42148,5699,Directed,2
32611,5700,Directed,2
41018,5701,Directed,2
41282,5702,Directed,2
42567,5703,Directed,2
26912,5704,Directed,2
42187,5705,Directed,2
42101,5706,Directed,2
12982,5708,Directed,2
16361,5709,Directed,2
6303,5712,Directed,2
18008,5712,Directed,2
41249,5712,Directed,2
42148,5712,Directed,2
42517,5712,Directed,2
27911,5713,Directed,2
8954,5714,Directed,2
41769,5714,Directed,2
42914,5714,Directed,2
39619,5715,Directed,2
17529,5716,Directed,2
18183,5717,Directed,2
36719,5718,Directed,2
42084,5718,Directed,2
42914,5718,Directed,2
41421,5719,Directed,2
17670,5720,Directed,2
15721,5721,Directed,2
8954,5722,Directed,2
17941,5722,Directed,2
23758,5722,Directed,2
43337,5722,Directed,2
15441,5723,Directed,2
17817,5723,Directed,2
30084,5724,Directed,2
42621,5725,Directed,2
42914,5726,Directed,2
43007,5727,Directed,2
36719,5728,Directed,2
41673,5729,Directed,2
27617,5730,Directed,2
40032,5731,Directed,2
26912,5732,Directed,2
42319,5733,Directed,2
2469,5734,Directed,2
41775,5735,Directed,2
32611,5736,Directed,2
8954,5737,Directed,2
36719,5737,Directed,2
13308,5738,Directed,2
35750,5739,Directed,2
30054,5740,Directed,2
30084,5740,Directed,2
38332,5740,Directed,2
43200,5741,Directed,2
42580,5742,Directed,2
41657,5743,Directed,2
40983,5744,Directed,2
41091,5744,Directed,2
7559,5745,Directed,2
41144,5745,Directed,2
39088,5746,Directed,2
40943,5747,Directed,2
41018,5748,Directed,2
4374,5749,Directed,2
42708,5750,Directed,2
42037,5751,Directed,2
40401,5752,Directed,2
2211,5753,Directed,2
41309,5755,Directed,2
32610,5756,Directed,2
42541,5757,Directed,2
17529,5758,Directed,2
31452,5759,Directed,2
42148,5759,Directed,2
41374,5760,Directed,2
42852,5760,Directed,2
42914,5761,Directed,2
8954,5762,Directed,2
1107,5763,Directed,2
6303,5764,Directed,2
40180,5765,Directed,2
6154,5766,Directed,2
16361,5767,Directed,2
36719,5768,Directed,2
32610,5769,Directed,2
39619,5770,Directed,2
43244,5771,Directed,2
14893,5772,Directed,2
40527,5773,Directed,2
42610,5774,Directed,2
38040,5775,Directed,2
40966,5776,Directed,2
39619,5777,Directed,2
40585,5778,Directed,2
40879,5778,Directed,2
40872,5779,Directed,2
41494,5780,Directed,2
8549,5781,Directed,2
8954,5781,Directed,2
40498,5781,Directed,2
43415,5781,Directed,2
42969,5782,Directed,2
21127,5783,Directed,2
41421,5783,Directed,2
41345,5784,Directed,2
40032,5786,Directed,2
28551,5787,Directed,2
41409,5788,Directed,2
43257,5789,Directed,2
28551,5790,Directed,2
40641,5790,Directed,2
7039,5791,Directed,2
40943,5792,Directed,2
43165,5792,Directed,2
41973,5793,Directed,2
14279,5794,Directed,2
32135,5794,Directed,2
40736,5794,Directed,2
41263,5794,Directed,2
6303,5795,Directed,2
42470,5795,Directed,2
43440,5796,Directed,2
40794,5797,Directed,2
42037,5797,Directed,2
42918,5798,Directed,2
42148,5799,Directed,2
17670,5800,Directed,2
40932,5801,Directed,2
40527,5802,Directed,2
36087,5803,Directed,2
40380,5804,Directed,2
30084,5805,Directed,2
42291,5806,Directed,2
32871,5807,Directed,2
41840,5807,Directed,2
40832,5808,Directed,2
42683,5809,Directed,2
40832,5811,Directed,2
42329,5812,Directed,2
39619,5813,Directed,2
30955,5814,Directed,2
9579,5815,Directed,2
27755,5816,Directed,2
42076,5817,Directed,2
16361,5819,Directed,2
32841,5820,Directed,2
36719,5821,Directed,2
40931,5822,Directed,2
32223,5823,Directed,2
6154,5824,Directed,2
40932,5825,Directed,2
40362,5826,Directed,2
17372,5827,Directed,2
42918,5828,Directed,2
43007,5829,Directed,2
22220,5830,Directed,2
32871,5830,Directed,2
23758,5831,Directed,2
41435,5831,Directed,2
27252,5832,Directed,2
36719,5833,Directed,2
40931,5834,Directed,2
43115,5835,Directed,2
26912,5836,Directed,2
28507,5837,Directed,2
32610,5838,Directed,2
42037,5839,Directed,2
32610,5840,Directed,2
23758,5841,Directed,2
2297,5842,Directed,2
40032,5843,Directed,2
36719,5844,Directed,2
30360,5845,Directed,2
23758,5846,Directed,2
41721,5847,Directed,2
42960,5848,Directed,2
40596,5849,Directed,2
40906,5850,Directed,2
41735,5851,Directed,2
32610,5852,Directed,2
40995,5853,Directed,2
14576,5854,Directed,2
40802,5855,Directed,2
5674,5856,Directed,2
32611,5857,Directed,2
40387,5857,Directed,2
41494,5858,Directed,2
28741,5859,Directed,2
14576,5860,Directed,2
23758,5861,Directed,2
41877,5861,Directed,2
30360,5862,Directed,2
17670,5863,Directed,2
36719,5863,Directed,2
21127,5864,Directed,2
26031,5864,Directed,2
36719,5865,Directed,2
40603,5866,Directed,2
30360,5867,Directed,2
41494,5868,Directed,2
43341,5869,Directed,2
7410,5870,Directed,2
16361,5870,Directed,2
42151,5871,Directed,2
42571,5872,Directed,2
40902,5874,Directed,2
12616,5875,Directed,2
39088,5876,Directed,2
40836,5878,Directed,2
26480,5879,Directed,2
8954,5880,Directed,2
12766,5880,Directed,2
43022,5880,Directed,2
43289,5881,Directed,2
43355,5882,Directed,2
16919,5884,Directed,2
42124,5884,Directed,2
35918,5885,Directed,2
40930,5886,Directed,2
40728,5887,Directed,2
17670,5888,Directed,2
41393,5889,Directed,2
6938,5890,Directed,2
36719,5891,Directed,2
36719,5892,Directed,2
31790,5894,Directed,2
41816,5895,Directed,2
32610,5897,Directed,2
42291,5898,Directed,2
23888,5899,Directed,2
26043,5899,Directed,2
17529,5900,Directed,2
36719,5901,Directed,2
2469,5902,Directed,2
8954,5903,Directed,2
3047,5904,Directed,2
32649,5904,Directed,2
33690,5904,Directed,2
40551,5905,Directed,2
36719,5906,Directed,2
40966,5907,Directed,2
41877,5908,Directed,2
3167,5909,Directed,2
11294,5909,Directed,2
41061,5910,Directed,2
35789,5911,Directed,2
42621,5912,Directed,2
33925,5913,Directed,2
41758,5914,Directed,2
39972,5915,Directed,2
41393,5915,Directed,2
13308,5916,Directed,2
23758,5916,Directed,2
10270,5917,Directed,2
17620,5918,Directed,2
42914,5919,Directed,2
39619,5920,Directed,2
40180,5921,Directed,2
41706,5922,Directed,2
20146,5923,Directed,2
33919,5923,Directed,2
41372,5924,Directed,2
12982,5925,Directed,2
4375,5927,Directed,2
41688,5928,Directed,2
39619,5929,Directed,2
26912,5930,Directed,2
42451,5931,Directed,2
42914,5932,Directed,2
40649,5933,Directed,2
42127,5934,Directed,2
40966,5935,Directed,2
36719,5936,Directed,2
12286,5937,Directed,2
40930,5937,Directed,2
42108,5938,Directed,2
41667,5939,Directed,2
17670,5940,Directed,2
42367,5941,Directed,2
42127,5942,Directed,2
2794,5943,Directed,2
42856,5943,Directed,2
40641,5944,Directed,2
25409,5945,Directed,2
24754,5946,Directed,2
39088,5947,Directed,2
41645,5948,Directed,2
19110,5949,Directed,2
42100,5949,Directed,2
39619,5950,Directed,2
40268,5951,Directed,2
26460,5952,Directed,2
32610,5953,Directed,2
42711,5953,Directed,2
40836,5954,Directed,2
20707,5955,Directed,2
24754,5955,Directed,2
5674,5956,Directed,2
43373,5956,Directed,2
27239,5957,Directed,2
39619,5958,Directed,2
42291,5959,Directed,2
42511,5959,Directed,2
43165,5959,Directed,2
6303,5960,Directed,2
42127,5961,Directed,2
36719,5962,Directed,2
39619,5962,Directed,2
40739,5963,Directed,2
40403,5964,Directed,2
43343,5965,Directed,2
23758,5968,Directed,2
41188,5969,Directed,2
2297,5970,Directed,2
39619,5970,Directed,2
32611,5971,Directed,2
43140,5971,Directed,2
41906,5972,Directed,2
39038,5973,Directed,2
40334,5974,Directed,2
7053,5975,Directed,2
24754,5975,Directed,2
42044,5976,Directed,2
15034,5977,Directed,2
6787,5978,Directed,2
27755,5979,Directed,2
43022,5980,Directed,2
54,5981,Directed,2
41591,5981,Directed,2
20118,5982,Directed,2
32611,5982,Directed,2
41664,5983,Directed,2
41605,5984,Directed,2
41091,5985,Directed,2
2297,5987,Directed,2
43198,5988,Directed,2
25177,5989,Directed,2
43289,5990,Directed,2
42148,5991,Directed,2
25178,5992,Directed,2
41867,5993,Directed,2
40552,5994,Directed,2
11527,5995,Directed,2
27202,5996,Directed,2
40596,5997,Directed,2
32611,5998,Directed,2
43092,5999,Directed,2
40268,6000,Directed,2
3665,6001,Directed,2
1504,6002,Directed,2
39619,6003,Directed,2
40641,6003,Directed,2
17017,6005,Directed,2
30054,6006,Directed,2
42541,6006,Directed,2
3245,6007,Directed,2
6869,6007,Directed,2
31625,6008,Directed,2
30153,6009,Directed,2
19184,6010,Directed,2
35196,6010,Directed,2
41037,6010,Directed,2
41610,6010,Directed,2
15721,6011,Directed,2
41735,6012,Directed,2
5271,6013,Directed,2
26912,6014,Directed,2
32411,6015,Directed,2
23882,6016,Directed,2
29367,6017,Directed,2
41783,6017,Directed,2
42852,6017,Directed,2
32871,6018,Directed,2
17941,6019,Directed,2
17670,6020,Directed,2
26912,6021,Directed,2
39619,6022,Directed,2
23758,6023,Directed,2
8954,6024,Directed,2
40032,6025,Directed,2
42470,6026,Directed,2
17529,6027,Directed,2
42517,6028,Directed,2
40032,6029,Directed,2
9679,6030,Directed,2
11357,6031,Directed,2
25762,6032,Directed,2
40585,6032,Directed,2
41610,6033,Directed,2
42037,6034,Directed,2
1355,6035,Directed,2
7883,6036,Directed,2
42277,6038,Directed,2
40902,6039,Directed,2
42285,6040,Directed,2
42449,6041,Directed,2
17403,6042,Directed,2
24754,6042,Directed,2
25177,6042,Directed,2
32610,6042,Directed,2
26480,6043,Directed,2
17994,6044,Directed,2
33456,6045,Directed,2
42898,6045,Directed,2
19250,6046,Directed,2
10923,6047,Directed,2
29155,6047,Directed,2
41769,6047,Directed,2
40436,6048,Directed,2
24754,6049,Directed,2
40641,6050,Directed,2
41657,6051,Directed,2
42063,6052,Directed,2
32203,6053,Directed,2
40584,6053,Directed,2
41605,6054,Directed,2
36087,6055,Directed,2
43259,6055,Directed,2
23758,6056,Directed,2
32837,6057,Directed,2
16360,6058,Directed,2
32871,6058,Directed,2
41018,6058,Directed,2
41518,6058,Directed,2
43337,6059,Directed,2
41494,6060,Directed,2
40902,6061,Directed,2
38016,6062,Directed,2
42401,6063,Directed,2
41660,6064,Directed,2
42918,6065,Directed,2
20845,6066,Directed,2
42976,6067,Directed,2
42692,6069,Directed,2
2297,6070,Directed,2
6303,6071,Directed,2
41188,6071,Directed,2
32610,6072,Directed,2
40930,6072,Directed,2
6417,6073,Directed,2
40533,6074,Directed,2
11068,6075,Directed,2
23758,6075,Directed,2
18110,6076,Directed,2
42100,6077,Directed,2
36719,6078,Directed,2
41836,6078,Directed,2
32611,6079,Directed,2
40032,6079,Directed,2
40380,6079,Directed,2
41742,6079,Directed,2
41639,6081,Directed,2
40527,6082,Directed,2
6303,6083,Directed,2
19115,6084,Directed,2
39619,6085,Directed,2
15086,6086,Directed,2
14854,6087,Directed,2
21127,6088,Directed,2
26480,6089,Directed,2
40334,6090,Directed,2
42694,6091,Directed,2
43165,6092,Directed,2
11068,6093,Directed,2
41610,6094,Directed,2
27755,6095,Directed,2
42148,6095,Directed,2
40533,6096,Directed,2
42470,6097,Directed,2
41775,6098,Directed,2
23758,6099,Directed,2
41973,6099,Directed,2
32610,6100,Directed,2
26912,6101,Directed,2
11068,6102,Directed,2
41188,6102,Directed,2
8894,6103,Directed,2
26480,6104,Directed,2
17941,6105,Directed,2
26912,6105,Directed,2
27755,6106,Directed,2
27252,6107,Directed,2
54,6108,Directed,2
42127,6109,Directed,2
42580,6110,Directed,2
27239,6111,Directed,2
42347,6112,Directed,2
42127,6113,Directed,2
24754,6114,Directed,2
8549,6115,Directed,2
13426,6116,Directed,2
41779,6117,Directed,2
40603,6118,Directed,2
19184,6119,Directed,2
41712,6119,Directed,2
36719,6120,Directed,2
40358,6120,Directed,2
40401,6121,Directed,2
19631,6122,Directed,2
21127,6123,Directed,2
41750,6124,Directed,2
38040,6125,Directed,2
20707,6126,Directed,2
30360,6127,Directed,2
43115,6127,Directed,2
40551,6128,Directed,2
17585,6129,Directed,2
13981,6130,Directed,2
42127,6131,Directed,2
36719,6132,Directed,2
41330,6133,Directed,2
41421,6134,Directed,2
30326,6135,Directed,2
26480,6136,Directed,2
41973,6137,Directed,2
23475,6138,Directed,2
26480,6139,Directed,2
15531,6140,Directed,2
27755,6141,Directed,2
41962,6141,Directed,2
42778,6141,Directed,2
19191,6142,Directed,2
41188,6142,Directed,2
36517,6143,Directed,2
4001,6144,Directed,2
23195,6144,Directed,2
27027,6144,Directed,2
41372,6144,Directed,2
25008,6145,Directed,2
40832,6146,Directed,2
36719,6147,Directed,2
40268,6148,Directed,2
43007,6149,Directed,2
36719,6150,Directed,2
20845,6151,Directed,2
40525,6152,Directed,2
42451,6153,Directed,2
39619,6155,Directed,2
42610,6156,Directed,2
16361,6157,Directed,2
41729,6157,Directed,2
26480,6159,Directed,2
19073,6160,Directed,2
40032,6161,Directed,2
43022,6162,Directed,2
26912,6163,Directed,2
40931,6164,Directed,2
39619,6165,Directed,2
6868,6166,Directed,2
42209,6166,Directed,2
41282,6167,Directed,2
41864,6169,Directed,2
43018,6169,Directed,2
6869,6170,Directed,2
30889,6170,Directed,2
41494,6172,Directed,2
41962,6173,Directed,2
8894,6174,Directed,2
17015,6175,Directed,2
36719,6177,Directed,2
39619,6178,Directed,2
39972,6178,Directed,2
8954,6179,Directed,2
6400,6181,Directed,2
41271,6182,Directed,2
42434,6183,Directed,2
41449,6184,Directed,2
12616,6185,Directed,2
6276,6186,Directed,2
18678,6186,Directed,2
42085,6186,Directed,2
24940,6187,Directed,2
40547,6187,Directed,2
43259,6187,Directed,2
2469,6188,Directed,2
42914,6190,Directed,2
8236,6191,Directed,2
42037,6192,Directed,2
16361,6193,Directed,2
40794,6194,Directed,2
39088,6195,Directed,2
23758,6196,Directed,2
33903,6196,Directed,2
41013,6196,Directed,2
26912,6197,Directed,2
42470,6198,Directed,2
43415,6199,Directed,2
40931,6200,Directed,2
40032,6201,Directed,2
17017,6202,Directed,2
23758,6204,Directed,2
40848,6205,Directed,2
12117,6206,Directed,2
40864,6207,Directed,2
4955,6209,Directed,2
39240,6210,Directed,2
40433,6211,Directed,2
38332,6212,Directed,2
41066,6212,Directed,2
39088,6213,Directed,2
6303,6214,Directed,2
17670,6214,Directed,2
29796,6215,Directed,2
3571,6216,Directed,2
10633,6216,Directed,2
28994,6218,Directed,2
1805,6219,Directed,2
42976,6220,Directed,2
27252,6221,Directed,2
36719,6222,Directed,2
6223,6223,Directed,2
41040,6223,Directed,2
26596,6224,Directed,2
43289,6224,Directed,2
41449,6225,Directed,2
42449,6226,Directed,2
39619,6227,Directed,2
42127,6228,Directed,2
40864,6229,Directed,2
43421,6230,Directed,2
43198,6231,Directed,2
29898,6232,Directed,2
8954,6233,Directed,2
42470,6233,Directed,2
14576,6234,Directed,2
4955,6235,Directed,2
40641,6236,Directed,2
8894,6237,Directed,2
40859,6238,Directed,2
42610,6239,Directed,2
2297,6240,Directed,2
32611,6241,Directed,2
13308,6242,Directed,2
11424,6243,Directed,2
42832,6244,Directed,2
4375,6245,Directed,2
2297,6246,Directed,2
42451,6247,Directed,2
17410,6248,Directed,2
21127,6249,Directed,2
41861,6250,Directed,2
30360,6251,Directed,2
11512,6252,Directed,2
42127,6253,Directed,2
24754,6255,Directed,2
40533,6256,Directed,2
41494,6257,Directed,2
42511,6259,Directed,2
40932,6260,Directed,2
11068,6261,Directed,2
27755,6262,Directed,2
27755,6263,Directed,2
38040,6263,Directed,2
42470,6264,Directed,2
40858,6265,Directed,2
24754,6266,Directed,2
39619,6267,Directed,2
27755,6268,Directed,2
41144,6268,Directed,2
41729,6268,Directed,2
14573,6269,Directed,2
41013,6269,Directed,2
42726,6269,Directed,2
32611,6270,Directed,2
41070,6270,Directed,2
16361,6271,Directed,2
41769,6272,Directed,2
19191,6273,Directed,2
6305,6274,Directed,2
42127,6275,Directed,2
42127,6277,Directed,2
42037,6278,Directed,2
17585,6279,Directed,2
36719,6280,Directed,2
43440,6280,Directed,2
42037,6281,Directed,2
13882,6282,Directed,2
41685,6283,Directed,2
19343,6284,Directed,2
43289,6285,Directed,2
41742,6286,Directed,2
41263,6287,Directed,2
41494,6287,Directed,2
42914,6289,Directed,2
41468,6290,Directed,2
40932,6291,Directed,2
36719,6292,Directed,2
24754,6293,Directed,2
41349,6294,Directed,2
32611,6295,Directed,2
42037,6295,Directed,2
39619,6296,Directed,2
42976,6297,Directed,2
8399,6298,Directed,2
1355,6299,Directed,2
36719,6300,Directed,2
42401,6301,Directed,2
6303,6303,Directed,2
41494,6304,Directed,2
15721,6306,Directed,2
41188,6307,Directed,2
42876,6308,Directed,2
32871,6310,Directed,2
41282,6311,Directed,2
6154,6312,Directed,2
30360,6313,Directed,2
20707,6315,Directed,2
43007,6315,Directed,2
42852,6316,Directed,2
1596,6317,Directed,2
36719,6318,Directed,2
42148,6319,Directed,2
42927,6320,Directed,2
21260,6321,Directed,2
17670,6322,Directed,2
32611,6322,Directed,2
41227,6323,Directed,2
42519,6323,Directed,2
39619,6325,Directed,2
17670,6326,Directed,2
40641,6326,Directed,2
42610,6327,Directed,2
26912,6328,Directed,2
36719,6329,Directed,2
8954,6330,Directed,2
40641,6331,Directed,2
27800,6332,Directed,2
43289,6333,Directed,2
42816,6334,Directed,2
17941,6335,Directed,2
41572,6336,Directed,2
3556,6337,Directed,2
43244,6338,Directed,2
42365,6339,Directed,2
18110,6340,Directed,2
32610,6341,Directed,2
12268,6342,Directed,2
41518,6343,Directed,2
33804,6344,Directed,2
40254,6344,Directed,2
40584,6344,Directed,2
40268,6345,Directed,2
21127,6346,Directed,2
23882,6346,Directed,2
23758,6348,Directed,2
40679,6349,Directed,2
23758,6350,Directed,2
42580,6351,Directed,2
39619,6352,Directed,2
42291,6353,Directed,2
17670,6354,Directed,2
41928,6354,Directed,2
5038,6355,Directed,2
8954,6355,Directed,2
42148,6355,Directed,2
42832,6357,Directed,2
2297,6359,Directed,2
8954,6359,Directed,2
6360,6360,Directed,2
42517,6360,Directed,2
23758,6361,Directed,2
42610,6363,Directed,2
42742,6364,Directed,2
17670,6365,Directed,2
26116,6366,Directed,2
42342,6366,Directed,2
3665,6367,Directed,2
42038,6368,Directed,2
5505,6369,Directed,2
42019,6370,Directed,2
26912,6372,Directed,2
17529,6373,Directed,2
35806,6374,Directed,2
42037,6375,Directed,2
23758,6376,Directed,2
41840,6377,Directed,2
41775,6378,Directed,2
24754,6379,Directed,2
43289,6380,Directed,2
36719,6381,Directed,2
36517,6382,Directed,2
42621,6383,Directed,2
42148,6384,Directed,2
26912,6385,Directed,2
36719,6386,Directed,2
40641,6387,Directed,2
10149,6388,Directed,2
18193,6389,Directed,2
42914,6389,Directed,2
43337,6390,Directed,2
41252,6391,Directed,2
42148,6392,Directed,2
42610,6393,Directed,2
17670,6394,Directed,2
36719,6394,Directed,2
32871,6395,Directed,2
40641,6396,Directed,2
36719,6397,Directed,2
31123,6398,Directed,2
6176,6399,Directed,2
41393,6401,Directed,2
42068,6402,Directed,2
42914,6403,Directed,2
5054,6404,Directed,2
41769,6404,Directed,2
26912,6405,Directed,2
39619,6407,Directed,2
42599,6407,Directed,2
43024,6407,Directed,2
42037,6408,Directed,2
39619,6409,Directed,2
40584,6410,Directed,2
40931,6410,Directed,2
4336,6411,Directed,2
42037,6412,Directed,2
17670,6413,Directed,2
27755,6414,Directed,2
39619,6415,Directed,2
6869,6416,Directed,2
41116,6418,Directed,2
40641,6419,Directed,2
23758,6420,Directed,2
36719,6421,Directed,2
39619,6421,Directed,2
8954,6422,Directed,2
40641,6424,Directed,2
40527,6425,Directed,2
42434,6426,Directed,2
42470,6427,Directed,2
20173,6428,Directed,2
24203,6429,Directed,2
23195,6430,Directed,2
42037,6431,Directed,2
36719,6434,Directed,2
16923,6435,Directed,2
41779,6436,Directed,2
6443,6437,Directed,2
32613,6438,Directed,2
20707,6439,Directed,2
40584,6439,Directed,2
41569,6439,Directed,2
41605,6439,Directed,2
41890,6439,Directed,2
42330,6439,Directed,2
8954,6440,Directed,2
42451,6441,Directed,2
21127,6442,Directed,2
39619,6444,Directed,2
1144,6445,Directed,2
41620,6446,Directed,2
8954,6447,Directed,2
43092,6448,Directed,2
42610,6449,Directed,2
36168,6450,Directed,2
42100,6452,Directed,2
43440,6453,Directed,2
54,6454,Directed,2
29791,6455,Directed,2
17403,6456,Directed,2
23758,6456,Directed,2
40032,6456,Directed,2
36719,6457,Directed,2
8954,6458,Directed,2
10149,6459,Directed,2
40032,6460,Directed,2
32613,6461,Directed,2
42960,6462,Directed,2
43018,6463,Directed,2
41494,6464,Directed,2
43198,6465,Directed,2
41647,6466,Directed,2
41709,6467,Directed,2
42918,6468,Directed,2
42276,6469,Directed,2
32611,6470,Directed,2
42037,6471,Directed,2
39088,6472,Directed,2
42358,6473,Directed,2
6154,6474,Directed,2
40596,6475,Directed,2
41356,6476,Directed,2
26912,6477,Directed,2
17403,6479,Directed,2
32610,6479,Directed,2
40268,6480,Directed,2
6154,6481,Directed,2
41093,6482,Directed,2
41639,6483,Directed,2
42084,6485,Directed,2
32610,6486,Directed,2
9535,6488,Directed,2
26480,6489,Directed,2
39619,6490,Directed,2
30054,6491,Directed,2
32610,6492,Directed,2
40421,6493,Directed,2
8549,6495,Directed,2
2297,6496,Directed,2
39619,6497,Directed,2
42778,6498,Directed,2
42037,6499,Directed,2
18193,6500,Directed,2
26912,6501,Directed,2
25177,6502,Directed,2
41848,6503,Directed,2
43289,6503,Directed,2
36719,6505,Directed,2
1686,6506,Directed,2
17941,6507,Directed,2
18219,6509,Directed,2
42037,6509,Directed,2
40641,6510,Directed,2
36719,6511,Directed,2
42969,6512,Directed,2
40268,6513,Directed,2
40858,6513,Directed,2
40930,6514,Directed,2
41877,6515,Directed,2
32611,6516,Directed,2
6303,6517,Directed,2
42610,6518,Directed,2
4375,6519,Directed,2
43373,6520,Directed,2
23758,6521,Directed,2
40930,6522,Directed,2
41211,6523,Directed,2
41227,6524,Directed,2
32610,6525,Directed,2
17670,6526,Directed,2
33804,6527,Directed,2
6478,6528,Directed,2
41252,6529,Directed,2
40596,6530,Directed,2
41030,6532,Directed,2
40444,6533,Directed,2
42969,6534,Directed,2
20845,6535,Directed,2
23758,6535,Directed,2
26912,6536,Directed,2
6303,6537,Directed,2
17403,6538,Directed,2
36719,6539,Directed,2
42368,6540,Directed,2
38016,6541,Directed,2
41486,6542,Directed,2
43115,6542,Directed,2
32610,6543,Directed,2
42037,6544,Directed,2
41494,6545,Directed,2
41748,6545,Directed,2
20420,6546,Directed,2
1504,6547,Directed,2
42914,6548,Directed,2
8954,6549,Directed,2
42084,6549,Directed,2
11584,6550,Directed,2
42517,6550,Directed,2
16464,6551,Directed,2
3665,6552,Directed,2
7568,6552,Directed,2
18188,6552,Directed,2
30840,6552,Directed,2
31123,6552,Directed,2
32610,6552,Directed,2
34342,6552,Directed,2
40382,6552,Directed,2
42857,6552,Directed,2
40641,6553,Directed,2
42037,6554,Directed,2
17941,6555,Directed,2
42068,6556,Directed,2
41279,6557,Directed,2
17670,6558,Directed,2
36719,6559,Directed,2
42037,6560,Directed,2
2803,6561,Directed,2
40525,6562,Directed,2
40931,6563,Directed,2
11584,6564,Directed,2
26912,6564,Directed,2
42148,6565,Directed,2
2469,6566,Directed,2
36719,6567,Directed,2
8236,6568,Directed,2
10149,6571,Directed,2
38016,6573,Directed,2
41748,6574,Directed,2
43259,6575,Directed,2
17403,6576,Directed,2
3665,6577,Directed,2
17403,6577,Directed,2
41300,6577,Directed,2
6154,6578,Directed,2
41748,6578,Directed,2
25131,6579,Directed,2
42113,6580,Directed,2
41372,6581,Directed,2
35557,6582,Directed,2
43440,6583,Directed,2
16464,6584,Directed,2
36719,6585,Directed,2
42632,6586,Directed,2
32610,6587,Directed,2
26480,6588,Directed,2
11424,6589,Directed,2
36719,6590,Directed,2
13308,6591,Directed,2
23758,6592,Directed,2
17941,6593,Directed,2
40641,6593,Directed,2
30360,6594,Directed,2
9401,6595,Directed,2
36087,6596,Directed,2
40551,6597,Directed,2
8894,6598,Directed,2
32610,6599,Directed,2
32611,6599,Directed,2
32871,6599,Directed,2
42541,6600,Directed,2
18986,6601,Directed,2
42827,6602,Directed,2
42936,6603,Directed,2
41495,6605,Directed,2
20118,6606,Directed,2
40641,6607,Directed,2
41670,6608,Directed,2
28798,6609,Directed,2
10149,6611,Directed,2
42401,6612,Directed,2
29638,6613,Directed,2
39619,6614,Directed,2
21559,6615,Directed,2
10149,6616,Directed,2
43165,6617,Directed,2
42084,6618,Directed,2
30827,6619,Directed,2
42250,6620,Directed,2
26472,6621,Directed,2
36719,6622,Directed,2
42037,6623,Directed,2
28741,6624,Directed,2
27755,6626,Directed,2
40864,6626,Directed,2
41779,6626,Directed,2
41866,6626,Directed,2
42384,6626,Directed,2
4374,6627,Directed,2
10468,6627,Directed,2
11424,6627,Directed,2
15164,6627,Directed,2
18219,6627,Directed,2
39038,6627,Directed,2
40461,6627,Directed,2
40836,6627,Directed,2
40932,6627,Directed,2
41709,6627,Directed,2
41861,6627,Directed,2
41890,6627,Directed,2
42541,6627,Directed,2
43244,6627,Directed,2
36719,6628,Directed,2
19184,6629,Directed,2
8236,6630,Directed,2
36719,6630,Directed,2
40641,6630,Directed,2
41567,6630,Directed,2
42914,6630,Directed,2
42038,6631,Directed,2
42918,6632,Directed,2
27755,6634,Directed,2
24754,6635,Directed,2
20025,6636,Directed,2
41013,6638,Directed,2
29638,6639,Directed,2
32611,6639,Directed,2
40932,6639,Directed,2
42517,6640,Directed,2
8549,6641,Directed,2
24754,6642,Directed,2
39619,6643,Directed,2
40641,6643,Directed,2
14123,6644,Directed,2
43257,6645,Directed,2
17670,6646,Directed,2
39088,6646,Directed,2
42914,6646,Directed,2
8954,6647,Directed,2
39972,6648,Directed,2
43022,6649,Directed,2
2297,6650,Directed,2
41877,6651,Directed,2
6309,6652,Directed,2
43291,6653,Directed,2
42649,6654,Directed,2
39619,6655,Directed,2
42610,6656,Directed,2
42610,6658,Directed,2
42610,6659,Directed,2
8954,6660,Directed,2
41015,6660,Directed,2
39619,6661,Directed,2
40565,6662,Directed,2
41709,6663,Directed,2
40500,6664,Directed,2
40032,6665,Directed,2
36260,6666,Directed,2
15443,6667,Directed,2
30979,6668,Directed,2
32610,6669,Directed,2
26912,6670,Directed,2
36719,6671,Directed,2
3665,6672,Directed,2
42852,6673,Directed,2
36719,6674,Directed,2
26600,6675,Directed,2
12201,6676,Directed,2
41973,6678,Directed,2
12269,6679,Directed,2
42013,6680,Directed,2
